act_s,count,act
"U/s. 363, 366, 376 of IPC and Sec. 4, 6 of POCSO Act-2012",1,23795
"U/s. 363, 366, 376 of IPC, Sec. 4, 6, 8, 10, 12 of POCSO Act-2012 and Sec. 9 of Child Marriage Act",1,23796
"U/s. 363, 366, 376(2)(I)(N) of IPC and Sec. 6 of POCSO Act",2,23797
"U/s. 363, 366, 376(2)(N) of IPC and Sec. 4, 6 of POCSO Act",1,23798
"U/s. 363, 376 of IPC and Sec. 4, 6 and 8 of Protection of Children from Sexual Offences Act",3,23799
"U/s. 363, 376 of IPC and Sec. 4, 6 of POCSO Act",2,23800
"U/s. 363, 376(1) of IPC-1860 and Sec. 4 of POCSO Act-",2,23801
"U/s. 363, 376(2)(f)(i) of IPC, Sec. 4, 6 of POCSO Act-2012 and Sec. 9 of Child Marriage Act",1,23802
"u/s. 363, 376(n) of IPC and u/sec. 6 of POCSO Act.",3,28959
"U/s. 363, 376, 506 of IPC and Sec. 4 and 6 of POCSO Act",3,23803
"U/s. 363, 377, 506 of IPC and Sec. 4, 6 of POCSO Act",1,23804
"U/s. 363, 384, 511 of IPC and Sec. 8, 12 of POCSO Act",1,23805
"U/s. 366(a) of IPC and POCSO Act",1,23806
"u/s. 366(A), 376 of IPC, 4, 6,12 of POCSO Act.",1,28960
"u/s. 366(A), 376(1), 376(2)(n) of IPC and u/s. 4, 6 of POCSO Act.",1,28961
"u/s. 366(A), 376(2)(N) IPC and u/s. 4 and 6 of POCSO act and 9 of prohibition of Child Marriage act",1,28962
"u/s. 366(A), 376(2)(n) IPC and u/s. 4, 6 POCSO Act 2012 and u/s.3(1)(XII), 3(2)(V) SC/ST PA Act,1989",1,28963
"u/s. 366(A), 376(2),342,506,114 R/w 34 IPC and 4, 5(L) POCSO Act.",1,28964
"u/s. 366(A),376 IPC and sec.4,6,12 of POCSO Act 2012 and sec.9 of Prohibition of Child Marriage Act",2,28965
"u/s. 366(A),376 IPC, and u/sec.4,6,8,12 of POCSO Act 2012.",1,28966
"u/s. 366(A),376(1),34 of IPC, u/s 4 of POCSO Act 2012",1,28967
"u/s. 366(A),376(2)(N) IPC and u/s. 4,6 of POCSO 2012 and u/s. 9 of Prevention of Child Marriage Act",2,28968
"u/s. 366(A),376(2)(N) IPC and u/s. 4,6 of POCSO Act-2012",1,28969
"U/s. 366, 201 of IPC 1860 and Sec. 4, 6 of POCSO Act",1,23807
"U/s. 366, 366(A) of IPC, Sec. 8, 10, 17 of POCSO Act-2012 and Sec.9, 10 of Child Marriage Act",1,23808
"U/s. 366, 376 of IPC and Sec. 4, 6 of POCSO Act",2,23809
"U/s. 376 of IPC and Sec. 4, 6 of POCSO Act",3,23815
"U/s. 376 of IPC and Sec. 4, 6, 8, 12 of POCSO Act",2,23816
"U/s. 376(1), 366 of IPC and Sec. 4, 6, 10 of POCSO Act",1,23818
"U/s. 376(2)(F)(I), 506 of IPC and Sec. 6 of POCSO Act",1,23819
"u/s. 376(2)(I)(n),450,506 of IPC, u/s.4,6 of POCSO Act.",1,28970
"U/s. 376(2)(J) of IPC and Sec. 4, 5(L), 6 of POCSO Act",1,23820
"U/s. 376(2)(N) of IPC-1860 and Sec. 4, 5(L), 6, 8 of POCSO Act",1,23821
"U/s. 376(2)(n) of IPC-1860 and Sec. 5(L)(6) of POCSO Act-",1,23823
"U/s. 376(2)(N), 506 of IPC and Sec. 4, 6 of POCSO Act",1,23822
"U/s. 376(D), r/w. 34 of IPC and Sec. 4(1)(e)(r)(w(i)(ii) of SC/ST (POA) Amendment Act",1,23824
"U/s. 376, 354(A), 324, 504, 506 r/w. 34 of IPC and Sec. 4, 8, 11, 12, 17 of POCSO Act",1,23825
"U/s. 376, 417 of IPC and Sec. 3(1)(w)(i) of SC/ST (POA) Amendment Act-",1,23826
"U/s. 376, 506 of IPC and Sec. 3(1)(w)(i) of SC/ST (POA) Amendment Act",1,23827
"U/s. 376, 506 of IPC and Sec. 4, 6 of POCSO Act",1,23828
"U/s. 376, 506 of IPC and Sec. 4, 6, 8, 10, 12 of POCSO Act",1,23829
"U/s. 379 of IPC and 4(1), 4(1A), 21 of Mines and Minerals Regulation of Development Act",5,23831
"U/S. 379 of IPC and Sec. 42,43,44, of KMMC Rule-1994",2,21178
"U/s. 379 of IPC, U/s. 4,4(1A), 21 of MMDR Act",2,23832
"U/s. 379 R/w 34 of IPC  and Sec. 192 of India Motor Vehicle Act",1,23830
"U/s. 4(1)(g)(t), Sc/St (P.O.A) Act (Amendment act 2015) and 427, 504 of IPC",2,23837
"U/s. 4(1), 21 of MMDR Act-1957, Sec. 3(1), 44, 42 of KMMC Rule-1994 and U/s. 379 of IPC",1,23839
"U/s. 4(1), 21(1) of MMDR Act-1957 and Sec. 420 of IPC",1,23840
"U/s. 4(1), 4(1A), 21 of MMDR Act-1957 and Sec. 379 of IPC",6,23842
"U/s. 4(1A)(21) of MMRD Act-1957 and Sec. 379 of IPC",1,23844
"U/s. 4, 17 of POCSO Act-2012 and Sec. 363, 376 of IPC",1,23845
"U/s. 4, 21 of MMRD Act-1957, Sec. 42(1), 44(1) of KMMC Rule-1994 and Sec. 379 of IPC",1,23846
"U/s. 4, 6 of POCSO Act-2012 and Sec. 363, 344, 376(2)(n) of IPC",1,23848
"U/s. 4, 6 of POCSO Act-2012 and Sec. 376 of IPC",2,23849
"U/s. 4, 6 of POCSO Act-2012 and Sec. 376(2)(n), 376(2)(i), 376(2)(f), 506 of IPC",2,23850
"U/s. 4, 6, 8 of POCSO Act-2012 and Sec. 342, 363, 376 of IPC",1,23851
"U/s. 4, 8, 10 of POCSO Act-2012 and Sec. 376, 506 of IPC",1,23852
"U/s. 406, 409 of IPC and Sec. 61(2)(B) of the WAKF Act",1,23853
"U/s. 42 of KMMC Rule-1994, 4(1A) 21 of MMRD Act-1957 and Sec. 379 of IPC",2,23854
"U/s. 42(1) of KMMC Rule-1994, Sec. 4, 21 of MMDR Act-1957 and Sec. 379 of IPC",3,23855
"U/s. 42(1), 44(1) of KMMC Rule-1994 and Sec. 379 of IPC",2,23857
"U/s. 42(1), 44(1) of KMMC Rule-1994, Sec. 21, 4(1), 4(1A) of MMDR Act-1957, Sec. 379 of IPC",31,23858
"U/s. 42, 3, 44(2) of KMMC Rule 1994, U/s. 4(1)(1A), 21 of MMDR Act-1957 and Sec. 379 of IPC",5,23860
"U/s. 420 of IPC and Sec. 66(D) of Information Technology Act",1,23861
"U/s. 43, 66 of Information Technology Act-2000 and Sec. 120(b), 457, 427, 395, 201 of IPC",1,23862
"U/s. 44 of KMMC Rule-1994 and Sec. 420 of IPC",1,23863
"U/s. 447 of IPC, Sec. 24(e)(g), (g.g) of Kar. Forest Act and Sec. 2(2) of Wild Life Protection Act",1,23864
"U/s. 447, 324, 504, 506 r/w. 34 of IPC and Sec. 3(1)(v)(xi) of SC/ST (POA) Act-",1,23865
"U/s. 447, 504, 506(2) r/w. 34 of IPC-1860 and Sec. 3(1)(10) of SC/ST (POA) Act",1,23866
"U/s. 498(A), 504, 506 R/w 34 of IPC and se. 4 of Dowry Prohibition Act",1,23867
"U/s. 498(A), 506, 504, 323 R/w. 34 of IPC, Sec. 3, 4 of Dowry Prohibition Act",3,23868
"U/s. 504, 506 of IPC and Sec. 3(1)(r)(s) of SC/ST (POA) Amendment Act",1,23870
"U/s. 7, 8 of POCSO Act-2012 and Sec. 506 of IPC",1,23883
"U/s. 8, 10 of POCSO Act-2012 and Sec. 323 of IPC",1,23894
"U/s. 8, 10 of POCSO Act-2012 and Sec. 354(A), 447 of IPC",1,23895
"U/s. 8, 12 of POCSO Act-2012 and Sec. 354(A), 448, 451, 506, 509 of IPC",1,23896
"U/s. 8, 12 of POCSO Act-2012 and Sec. 354, 506, 34 of IPC",1,23897
"U/s.143, 147, 148, 323, 324, 427, 504,506r/w.149 of IPC and Sec.3(1)(r)(s) of SC/ST (POA) Amend. Act",1,23944
"u/s.143,144,147,148,435,353,341,506(2),120(B),R/w149 IPC,10,13,16 U.L.(P.V.Act),2 DGP,4,5 Exp.Act.",2,28979
"U/s.143,147,148,323,324,504,506 R/w 149 of IPC and Sec. 4(1)(r)(s) of SC and ST (POA) Amend. Act",2,23945
"U/s.143,147,148,448,354(B),324,323,504,506,109,427 r/w.149 of IPC,Sec. 3(1)(X)(XI) of SC/ST (POA)Act",1,23946
"u/s.143,147,188,436,427,153(A),295(A) R/w 149 IPC, U/s.2  of KPDLP-1981,u/s 4 of PDPP Act 1984",1,28980
"U/s.188 of IPC and U/s.30 of ARMS Act.",1,23963
"U/s.279-338-304(A) of IPC and U/s.3(1),181 of I.M.V.act and 146 r/w 196 of I.M.V.Act",1,23983
"U/s.3(1)(r)(s) of SC and ST(POA) Amendment Ordinance 2014  Act and 506 147 143 504 149 323 448  IPC",2,23986
"U/s.3(1),3(1)(s) of SC and ST (POA)Amendment Act 2015  and U/s.34, 506, 323 of IPC",1,23987
"U/s.341,363,354,504 r/w. 34 of IPC and Sec. 3(1)(r), 3(1)(s), 3(1)(w1) of SC/ST (POA) Amend.Ordiance",1,23995
"u/s.354(A)(1)(I) IPC, 3(1)(11) of SC/ST Act, u/s. 7,8 of POCSO Act",1,28986
"u/s.366(A),376 IPC and u/s. 4,8,12 of POCSO Act 2012 and u/s.9 of Prohibition of Child Marriage Act.",1,28987
"u/s.366(A),376(2)(N) of IPC,u/s.4 of POCSO Act 2012,u/s 9,10,11 of Prohibition of Child Marriage act",1,28988
"u/s.366(A),376,114 R/w 34 IPC and u/s. 4,6,12 of POCSO 2012and 9,10 Prevention of Child Marriage act",1,28989
"U/s.366,366(A)of IPC and Sec.8,10,17of POCSO Act-2012 and Sec.9,10of Prohbition of Child Mariage Act",1,23997
"u/s.366,376(2)(N) IPC, 4,6 of POCSO 2012act,9 Prevention of child marriage act,3(2)(V)SC/ST Act 2015",1,28990
"u/s.376(2)(N) R/w 34 IPC, 4,6,12 of POCSO 2012 Act and u/s.9,10 of Prevention of Child Marriage Act",1,28991
"u/s.376(2)(N),366(A)of IPC,4 of Child Marriage restraint Act,3(2)(V)of SC /ST POA Act,6 of POCSO Act",1,28992
"U/S.379 IPC and Sec.31R(13) Karnataka New Sand Policy and Sec.42,43,44 Karnataka Minor Mineral Con.R",2,21241
"U/s.420 r/w.34 of IPC and Sec. 9 of Protection of Depositors Interest in Financial Establishment Act",1,24000
"U/s.447,427 of IPC and 192(A) Kar.Land Revenue Act 1964.",1,24002
"u/s.504,365 R/w 149 IPC and 376 IPC u/s 10,11 of Prohibition of Child Marriage act, 4 of POCSO Act",1,28993
"u/s141,143,144,147,148,341,324,326,427,435,307,153(A),504 R/w 149 of IPC and u/s.2 of  KPDLP Act1981",1,28995
"u/s366(A),376(2)(N) of IPC,4 of POCSO Act,9 of Child Marriage Restraint act,3(2)(5) of SC/ST POA Act",1,28997
"u/s420 of IPC and 9 of Karnataka Protection of Interest of Depositors in Financial Establishment Act",1,28998
"u/s420,120(B)of IPC, u/s.9 of Kar.Protection of Interest of Depositors in Financial Est. act 2004",1,28999
"U/sec 143 147  148 323 324 504 504 447 R/w 149 IPC and Sec 3   I  X  XI  of SC ST Act 1989",1,24070
"u/sec 292 293 IPC and Young men Harmful publication Act 1956",3,29029
"U/sec 323 504 354 R/w 34 IPC and 3 I X XI SC ST PA Act 1989",9,24119
"U/Sec 420, 506, 409, 120(B), 468, 471 of IPC and Sec 9 of KPIDFE Act 204",1,21518
"u/sec. 09,10,11 Prohibition of Child Marriage Act, and 4 of the POCSO Act-2012 and 376 IPC",1,29057
"U/sec. 13, 14 r/w. 32i Kar. Ex. Act and 273 I.P.C.",22,24184
"U/sec. 143, 147, 148, 342, 506, 324, 323, 504 r/w 149 of IPC and Sec. 3(1)(e), 3(2)(va) of SC/ST POA",1,24194
"U/Sec. 143, 504, 355, 324 , 506 r/w 149 IPC IPC",1,21650
"U/Sec. 188, 379 r/w 149 of IPC and 44 of KMMCR",1,21677
"U/Sec. 22 A KM and G ACT 1964 21 MMRD ACT 1957 and Col. 379 IPC",1,21692
"U/Sec. 279, 304A, 379,34 of IPC and sec. 42,43,44,31(r) of Karnataka Minor Mineral Consistent Rule",1,21716
"u/sec. 302, 506, 504 r/w 34 of IPC 1860 and sec. 3(1)(r), 3(2)(v) of SC and ST (Prevention of Atroci",3,29201
"u/sec. 307, 504, 506 of IPC 1860 and Sec. 3(1)(r)(s)(2)(v) of SC and ST (POA) Act 2015",1,29203
"U/Sec. 323, 324, 354, 354 (A), 504, 506 R/W 34 IPC and SEC. 3(1) (10) (11)  SC/ST ACT",4,21747
"U/sec. 323,324, 354(D), 504,506 of IPC and sec. 3(1)(r),3(1)(s),3(2)(va) of SC/ST POA Act",2,24237
"u/sec. 324, 506 r/w 34 of IPC 1860 and Sec. 3(1)(r)(s)(2)(va) of SC and ST (POA) Act 2015",1,29208
"u/sec. 341, 354, 506 IPC and u/s. 8,12 of POCSO Act 2012.",1,29215
"u/sec. 341,354(A) of IPC,u/s.12 of POCSO Act.",1,29216
"u/sec. 341,354(A), 354(B) of IPC and Sec.12 of POCSO Act.",1,29217
"u/sec. 342 IPC, 10 and 18 POCSO Act.",1,29218
"u/sec. 342 IPC, and Sec. 8 POCSO Act.",1,29219
"U/Sec. 354 of IPC 1860 and Sec. 12 of POCSO Act.",4,21753
"u/sec. 354(A), 354(D)  of IPC and 8, 12 of POCSO Act.",2,29220
"u/sec. 354(A), 354(D) R/w 34 of IPC and 12 of POCSO Act.",1,29221
"u/sec. 354(A),504,506 R/w 34 IPC and u/s. 12 of POCSO Act.",1,29222
"u/sec. 354(A),506 of IPC, u/s. 4,6,8,12 of POCSO Act.",1,29223
"U/sec. 354(B), 323, 392 of IPC and sec. 3(1)(w) of SC/ST POA Act",1,24241
"u/sec. 354(C),370,376,417,420,506 IPC and u/s. 3,4,5 ITP Act and 67 IT Act",1,29224
"u/sec. 354(D) of IPC and Sec. 11, 12 of POCSO Act.",4,29225
"u/sec. 354(D) of IPC and Sec. 12 of POCSO Act.",6,29226
"u/sec. 354,511 of IPC and 18 of POCSO Act",1,29227
"U/Sec. 363, 376(2)(n)  of IPC 1860 and Sec. 4, 6  of POCSO Act.",3,21754
"u/sec. 366 IPC and u/sec. 12 Of POCSO 2012",2,29228
"u/sec. 366(A) of IPC and 12 of POCSO Act.",2,29229
"u/sec. 366(A) of IPC and sec. 12 of POCSO Act",2,29230
"u/sec. 366(A) of IPC and u/s. 12 of POCSO Act.",1,29231
"U/Sec. 366(a), 344, 376(2)(n) of IPC and Sec. 4, 6 of POCSO Act.",5,21756
"u/sec. 366(A), 354(B) of IPC and 8 and 12 of POCSO ACT and u/s. 3 (1)(10)(11) of POA Act.",1,29232
"u/sec. 366(A), 376 IPC and 4 of POCSO Act.",1,29233
"U/Sec. 366(A), 376 of IPC and Sec. 4, 8, 12 of Pocso Act 2012.0",1,21755
"u/sec. 366(A), 376 of IPC, 4,6 of POCSO Act",2,29234
"U/sec. 366(A), 376(2) (N), 114 R/w 34 of IPC, u/sec. 4,5 (L),6 of POCSO Act",1,24243
"u/sec. 366(A), 376(2) IPC and u/s. 4 of POCSO ACT.",1,29235
"u/sec. 366(A), 376(2) IPC, 4 of POCSO Act, 3(2)(V) of SC/ST Act.",1,29236
"u/sec. 366(A), 376(2) of IPC and 4,5 (L) POCSO Act.",4,29237
"u/sec. 366(A), 376(2)(n) IPC and u/s. 4,6, POCSO Act 2012 and u/s. 3(2)(V) SC/ST PA Act,1989",1,29240
"u/sec. 366(A), 376(2)(N) IPC and u/s.5(L) IPC and u/sec. 5(L),6 of POCSO Act 2012.",2,29238
"U/Sec. 366(a), 376(2)(n) of IPC and 6 of POCSO Act.",9,21757
"U/Sec. 366(a), 376(2)(n) of IPC and Sec. 4, 6 of POCSO Act.",5,21758
"u/sec. 366(A), 376(2)(N) of IPC and u/s 4,6 of POCSO Act.",4,29239
"u/sec. 366(A), 376(2), (I), 506 IPC and u/sec. 4,6,POCSO Act 2012",2,29241
"u/sec. 366(A),370(A), 373,420 R/w 34 of IPC,  3 of Child Labour Act, 26 of J.J. Act, 17 of POCSO Act",1,29243
"u/sec. 366(A),376 IPC and u/s. 4,6,12 of POCSO Act-2012 and  9 of Prohibition of Child Marriage Act",2,29244
"u/sec. 366(A),376(2)(F)(N) of IPC, 6 of POCSO Act.",1,29245
"u/sec. 366(A),376(2)(I)(N) of IPC and sec. 6 of POCSO Act.",1,29246
"u/sec. 366(A),376(2)(n) IPC and u/s. 6 of POCSO Act.",3,29250
"u/sec. 366(A),376(2)(N) of IPC, 4, 5(L) of POCSO Act.",1,29247
"u/sec. 366(A),376(2)(N) of IPC, 4,6 of POCSO Act.",1,29248
"u/sec. 366(A),376(2)(N) of IPC, u/s. 4,6 of POCSO Act.",1,29249
"U/sec. 366(A),376(2),114 R/w 34 of IPC and sec. 4 of POCSO Act.",1,24244
"u/sec. 366(A),417 IPC and u/s. 12 of POCSO 2012",1,29252
"U/Sec. 366, 376(2)(l), 114, 34 of IPC and Sec. 4, 5(l), 6, 12, 17 of POCSO Act and Sec. 9, 10 of CMR",7,21759
"U/Sec. 366, 376(2)(n)  of IPC and Sec. 6 of POCSO Act.",4,21760
"U/Sec. 366, 376(2)(n) of IPC and Sec. 6 of POCSO Act and Sec. 9 of PCM Act",8,21761
"u/sec. 376 (2)(N) IPC, 4, 6 of POCSO Act.",1,29256
"u/sec. 376 IPC and 4,8,12 of POCSO Act 2012",2,29257
"u/sec. 376 IPC and u/s. 4,6, J (ii) of POCSO Act.",1,29258
"u/sec. 376 IPC and u/s. 4,8,12 of POCSO Act 2012 and sec.3(2)(V) S.C./S.T. Act.",1,29259
"u/sec. 376(2) IPC, 4,5 (L) POCSO Act",1,29261
"U/Sec. 376(2) of IPC and Sec. 3, 4, 5(j), 5(l), 5(n)  of POCSO Act.",1,21771
"u/sec. 376(2)(F)(I), 506(2) of IPC and u/s. 6 of POCSO Act.",1,29262
"U/Sec. 376(2)(f),376(2)(L),506 of IPC and sec. 6 of POCSO Act 2012",1,21772
"u/sec. 376(2)(I) IPC and 4 of POCSO Act.",1,29263
"u/sec. 376(2)(I) IPC and 6 of POCSO Act.",2,29264
"u/sec. 376(2)(I) of IPC and 4,6,10 of POCSO Act.",1,29265
"U/Sec. 376(2)(i)(n)(o), 450, 506 of IPC and Sec. 6 of POCSO Act",2,21773
"U/Sec. 376(2)(i)(n), 363 of IPC and Sec. 4 of POCSO Act.",4,21774
"u/sec. 376(2)(N) IPC and u/s. 4,6 of POCSO Act.",2,29266
"u/sec. 376(2)(n) IPC and u/sec. 4 of POCSO Act and u/s. 3 (2)(V) SC/ST PA Act, 1989",1,29271
"u/sec. 376(2)(N) IPC, 4,5(J)(ii)(L) POCSO Act.",1,29267
"U/Sec. 376(2)(n) of IPC and Sec. 5(j)(ii), 6 of POCSO Act",3,21775
"u/sec. 376(2)(N), 366 of IPC, 6 of POCSO Act",3,29268
"u/sec. 376(2)(n),384,420of IPC and  Sec. 14,6 of POCSO  Act, 2012.",1,29272
"u/sec. 376(2)(N),417,342,504,506,114 R/w 34 IPC and u/s. 6 of POCSO ACT and sec. 9,10 PCM Act.",1,29269
"u/sec. 376(2)(N),417,342,504,506,114 R/w 34 IPC, sec. 6 of POCSO Act, sec. 9,10 of PCM., Act.",1,29270
"u/sec. 376(2)(n),506 of IPC and  Sec. 6 of POCSO  Act, 2012.",1,29273
"u/sec. 376(2),506 IPC and u/s. 4,5 (L)(J)(II) POCSO Act.",1,29274
"u/sec. 376(D), 344 R/w 34 of IPC and u/s 4,5 (G),6,8,12,17,18 of POCSO Act.",1,29275
"u/sec. 376(D),370,342 R/w 34 IPC and u/sec. 4,8,12 of POCSO 2012 Act.",1,29276
"U/Sec. 376(I), 342, 506 of IPC and sec. 4,6 of POCSO ACt 2012",1,21776
"u/sec. 376, (2) (N) 406, 417 of IPC and u/sec. 3,4,6 of POCSO Act u/s. 3(1)(XII), 3 (2)(5) POA Act",1,29277
"u/sec. 376, 363 of IPC, 4 of POCSO Act",1,29278
"U/sec. 376, 420, 417 of IPC and Sec. 3(v), 3(1)(xii) of SC/ST POA Act",1,24245
"u/sec. 376, 506, 448 of IPC and 4 and 6 J(ii) POCSO Act 2012",1,29279
"u/sec. 376,506 IPC, sec.4,8,12 of POCSO Act 2012",1,29280
"U/Sec. 379 of IPC 1860 and  Sec. 42, 44(1), 44(2) of KMMC Rule 1994 and Sec. 31R(13) of KNSP 2011.",16,21777
"U/Sec. 379 of IPC and Sec. 21,44(1)(11)  of Mines and Mineral Regulation of Development Act 1957",1,21778
"U/Sec. 379, 353 r/w 149 of IPC and Sec. 42,43,44 of KMMC rule 1994 and Sec. 31R(13) of KNSP 2011.",1,21779
"U/Sec. 379, 420 of IPC 1860 and  Sec. 42, 44(1), 44(2) of KMMC Rule 1994 and Sec. 31R(13) of KNSP 20",2,21780
"U/Sec. 426, 506 of IPC and Sec. 3(1)(r), 3(1)(g) of SC/ST POA Act.",2,21790
"U/sec. 447, 504, 323, 324, 506(2), 354(B) r/w 34 of IPC and sec. 3(2)(va), 3(1)(r)(s) of SC/ST POA A",1,24251
"U/sec. 447, 504, 323, 354, 324, 109, 506 r/w 34 IPC and Sec. 3(1)(v)(x)(xi) of SC/ST POA Act",1,24252
"u/sec. 498(A), 304(B) of IPC and u/sec. 3,4 of Dowry Prohibition Act 1961",2,29291
"u/sec. 498(A), 323, 504, 506 R/w 34 IPC and u/s. 4 of POCSO Act 2012",1,29292
"u/sec. 498(A), 504, 506, 323 R/w 149 IPC and 4 of POCSO Act.",1,29293
"U/Sec. 504, 149, 448, 354(a), 511, 506 of IPC and Sec. 18 of POCSO Act.",6,21802
"u/sec. 506 of IPC and Sec.12 of POCSO Act",1,29296
"U/Sec. 506, 376(2)(n) of IPC and Sec. 6 of POCSO Act.",2,21803
"u/sec. 509,504 of IPC and u/s. 12 of POCSO Act",2,29297
"U/Sec. 51A, 63 Copy Right Act and 420 IPC",1,21804
"U/Sec.120(B),409, 420,506 of IPC Sec. 9 of Karnataka Protection of Interest of Depositor in Fin. Est",1,21878
"u/sec.13(1)(c) r/w 13(2) of Prevention of Corruption Act 1988 and Sec.407 of IPC",1,29352
"u/Sec.135(1)(e) of Indian Electricity Act (Amend) 2003 and Sec. 201, 429 of IPC 1860",1,28519
"u/sec.143,144,147,148 323,324,354(A),511,506,149 of IPC and u/s. 8,12,18 of POCSO Act.",2,29359
"u/sec.143,144,147,354(D),354(B),323,324,506 R/w 149 IPC and u/sec.12 of POCSO Act 2012.",1,29360
"u/sec.143,147,148,341,504,427,308,153A, 295A,149 of IPC 1860, u/s.2 of KPDLP Act 1981",1,29361
"U/Sec.3(1)(10) of SC and the ST Prevention of Attrocities Act 1989 and Sec. 504, 323, 506 of IPC",1,21952
"U/Sec.3(1),42(1),44(1),44(2) of Karnatka Minor Mineral Consistent Rule and Sec. 379, 420 of IPC",1,21953
"u/sec.304(B) R/w 34 of IPC and sec.4 DP Act, 9 and 10 of PCM Act, 6 of POCSO Act.",1,29377
"U/Sec.323, 324, 354, 504, 506 of IPC and Sec. 3(1)(r)(s), 3(2)(va) of SC/ST POA Act.",1,21959
"u/sec.341,323,307,504,435,427,153(A),295(A) R/w 34 of IPC,sec.2 of KPDLP Act 1981,sec.3 PDP Act 1984",1,29381
"u/Sec.354(A), 504, 323 of IPC 1860 and Sec. 8, 12 of POCSO Act 2012.",2,28521
"u/sec.354(A),509 IPC and u/s. 12 of POCSO Act.",1,29382
"u/Sec.354(B) of IPC 1860 and Sec. 12 of POCSO Act 2012.",1,28522
"u/sec.354(D), 376(2), 506 of IPC, 4 and 6 of POCSO Act.",1,29383
"u/sec.363 IPC and u/sec. 17 of POCSO-2012",1,29384
"u/sec.363, 366, 417, 344, 376(2)(i)(n) of IPC and Sec.4 of POCSO Act.",1,29385
"u/Sec.363, 366A, 376(2)(n) of IPC and Sec. 3, 4 of POCSO Act.",1,28523
"u/sec.366 R/w 34 of IPC, u/sec. 18 of POCSO Act 2012",1,29386
"u/sec.366(A) IPC and sec. 12 of POCSO-2012",1,29387
"u/sec.366(A) IPC and u/s. 12 of POCSO Act 2012",1,29388
"u/sec.366(A) IPC and u/s.12 of POCSO Act 2012",1,29389
"u/sec.366(A), 376 IPC and u/sec.4,8,12 of POCSO Act 2012",1,29390
"u/sec.366(A), 376 IPC, 4, 6 of POCSO Act",1,29391
"u/sec.366(A), 376 of IPC and 4,6 of POCSO 2012 Act",1,29392
"u/sec.366(A), 376 of IPC, u/s. 4,6,12 of POCSO Act",1,29393
"u/sec.366(A), 376 of IPC, u/sec. 4 of POCSO Act and u/s. 9 of Child Marriage Restraint Act",1,29394
"u/sec.366(A), 376(2)(I) of IPC and 4 of POCSO Act",1,29395
"u/sec.366(A), 376(2)(I)(N) of IPC and 4,6 of POCSO Act.",1,29396
"u/sec.366(A), 376(2)(i),450,506 of IPC and sec.4,6,12 of POCSO Act 2012",1,29398
"u/sec.366(A), 376(2)(N) r/w 34 of IPC and 4 of POCSO Act.",1,29397
"u/sec.366(A),(2)(N) IPC and sec. 4,6, POCSO Act 2012 U/s. 3(2)(V) SC/ST P.O.A. Act 1989",1,29399
"u/sec.366(A),114 R/w 34 of IPC, 12 of POCSO Act.",1,29400
"u/sec.366(A),376(2) IPC, u/s 4,5(L) of POCSO Act, u/s 3(2)(V) SC/ST PA Act-2015",1,29401
"u/sec.366(A),376(2)(F), 376 (2)(I) Of IPC and sec.6 of POCSO Act.",1,29402
"u/sec.366(A),376(2)(N) of IPC and u/s. 6 of POCSO Act and 9 of PCM Act, 3 (2)(5) of SC/ST (POA) ACT",1,29403
"u/sec.366(A),376, IPC and sec.4,6,12 of POCSO  2012 and u/s. 9 of Prohibition of Child Marriage act.",1,29404
"U/Sec.366, 376 of IPC and Sec. 6, 8 POCSO Act, 2012.",1,21963
"u/sec.366,344,376(2)(n),212 of IPC 1860 and Sec.5(L),6,17 of POCSO Act 2012 and Sec.9,10 of PCM Act",1,29405
"u/sec.366,376 IPC and sec. 4,8,12 of POCSO 2012.",1,29406
"u/sec.366,376 IPC and u/sec. 4,5 of POCSO 2012 and sec.9,10 of Prohibition of Child Marriage Act.",1,29407
"u/sec.366,376 IPC, u/s 4,8,12 of POCO 2012 Act, u/ 9 of Prohibition of Child Marriage Act.",1,29408
"u/sec.366,376 R/w 34 IPC and u/s. 4,8,12 of POCSO Act-2012.",1,29409
"u/sec.366,376 R/w 34 IPC u/se.4,6,12 of POCSO 2012 Act and u/s. 9 and 10 of PCM Act.",1,29410
"u/sec.366,376(2)(I) of IPC, 4 and 6 POCSO Act.",1,29411
"u/sec.366,376(2),(I)(N) of IPC and sec.6 of POCSO Act.",1,29412
"u/sec.376 IPC and 4 of POCSO 2012 Act",1,29414
"u/sec.376(2) of IPC and sec.4 of POCSO Act.",1,29415
"u/sec.376(2) of IPC, 4 and 6 of POCSO Act.",1,29416
"u/sec.376(2)(I),450,506 IPC, 4 and 6 of POCSO Act",1,29417
"u/Sec.376(2)(n), 506 of IPC 1860 and Sec.3,4 of POCSO Act, 2012 and Sec.67(B) of Information Technol",1,28524
"u/sec.376(2)(N),506 IPC and 4,6,12 of POCSO 2012 Act.",1,29418
"u/sec.377,506 of IPC and u/s. 4,6,8 of POCSO Act.",2,29419
"u/sec.379 IPC, u/s 4(1)4(1A),21  of MMDR Act 1957,u/s 31(r),36,42,43,44 of KMMCR 1994.",1,29420
"u/sec.417, 376(1) of IPC 1860 and Sec.3(1)(w)(i) of SC/ST (POA) Act 2015",1,29422
"U/Sec.420 of IPC and Sec.13 of Prevention of Corruption Act.",1,21968
"U/sec.498(A), 506 R/w 34 IPC and 3,4,6 of Dowry Act.",1,24337
"u/sec.498(A),323,504,506 IPC and 4 of POCSO Act 2012 Act.",1,29423
